Título,Autores,Año,Journal,DOI,URL,Fuente
Causal associations of short and long sleep durations with 12 cardiovascular diseases: linear and nonlinear Mendelian randomization analyses in UK Biobank.,"Sizhi Ai, Jihui Zhang, Guoan Zhao, Ningjian Wang, Guohua Li, H. So, Yaping Liu, S. Chau, Jie Chen, Xiao Tan, F. Jia, Xiangdong Tang, Jie Shi, Lin Lu, Y. Wing",2021,European heart journal,10.1093/eurheartj/ehab170,https://www.semanticscholar.org/paper/46ff3d07604492c5f438bc33a7197b2a758215d9,Semantic Scholar
S-Allylcysteine limits cardiac structural changes via antioxidant status in ovariectomized rats with induced myocardial injury,"S. Zainalabidin, N. F. Aziz, D. D. Murugan, M. Mahadi",2023,European Heart Journal,10.1093/eurheartj/ehac779.135,https://www.semanticscholar.org/paper/d45eb51d0ba9fcbc268f7eba756b9ba568784c2b,Semantic Scholar
Premature atrial and ventricular contractions detected on wearable-format electrocardiograms and prediction of cardiovascular events,"M. Orini, S. van Duijvenboden, William J. Young, J. Ramírez, A. Jones, A. Tinker, P. Munroe, P. Lambiase",2023,European Heart Journal. Digital Health,10.1093/ehjdh/ztad007,https://www.semanticscholar.org/paper/8fefe7d6a07d39bcd13c744f7be20c45fa0e4c94,Semantic Scholar
Real-world utilisation of angiotensin-neprilysin inhibitors in older adults with heart failure,"J. Griffin, R. Cheng",2021,Heart,10.1136/heartjnl-2021-319545,https://www.semanticscholar.org/paper/c6a4dd6dfa3a889021634f2b19dcf2906d66844f,Semantic Scholar
Wearable device-measured moderate to vigorous physical activity and risk of degenerative aortic valve stenosis,"Ziang Li, Sijing Cheng, Bo Guo, Lu Ding, Yu Liang, Yinghan Shen, Jinyue Li, Yiqing Hu, Tianxin Long, Xinli Guo, Junbo Ge, Runlin Gao, Philippe Pibarot, Bin Zhang, Haiyan Xu, M. Clavel, Yongjian Wu",2024,European Heart Journal,10.1093/eurheartj/ehae406,https://www.semanticscholar.org/paper/a8cc53b759b67278d053ff9a6afc8875e64f91c6,Semantic Scholar
"The complex relationship among heart failure, cancer, and lipid lowering, and an update on cardiomyopathies.",F. Crea,2021,European heart journal,10.1093/eurheartj/ehab554,https://www.semanticscholar.org/paper/b2013c97ee7a06c96799e8cc40657a29fcb55a69,Semantic Scholar
"Prediction of incident atrial fibrillation using deep learning, clinical models, and polygenic scores","Gilbert Jabbour, A. Nolin-Lapalme, O. Tastet, D. Corbin, P. Jordà, Achille Sowa, Jacques Delfrate, D. Busseuil, J. Hussin, Marie-Pierre Dubé, J. Tardif, Lena Rivard, L. Macle, Julia Cadrin-Tourigny, Paul Khairy, R. Avram, R. Tadros",2024,European Heart Journal,10.1093/eurheartj/ehae595,https://www.semanticscholar.org/paper/0ba26237e9ba1918a6e4adcd52d55ea70a0b1f6e,Semantic Scholar
Trustworthy medical AI systems need to know when they don’t know,Thomas Grote,2021,Journal of Medical Ethics,10.1136/medethics-2021-107463,https://www.semanticscholar.org/paper/b7f573342fd02b8a12d0cb301c0eacb7910d68d4,Semantic Scholar
Artificial intelligence-assisted examination of cardiac health status through electrocardiogram,"D. Y. Sung, S. H. Sung, J. T. Huang, W. M. Huang",2023,European Heart Journal,10.1093/eurheartj/ehad655.2923,https://www.semanticscholar.org/paper/34d56a8f7653e14d61384a57b8af7ecfd9f942c4,Semantic Scholar
Heartbeat: prediction of atrial fibrillation risk,C. Otto,2023,Heart,10.1136/heartjnl-2023-323077,https://www.semanticscholar.org/paper/b0562365ed5058b60863f6be76b9cb6d73f55bb4,Semantic Scholar
Neural network-derived electrocardiographic features have prognostic significance and important phenotypic and genotypic associations,"A. Sau, A. H. Ribeiro, K. McGurk, L. Pastika, J. Y. Chen, M. Ardissino, E. Sabino, L. Giatti, S. Barreto, D. Mandic, N. Peters, M. Malik, J. Ware, A. Ribeiro, F. S. Ng",2023,European Heart Journal,10.1093/eurheartj/ehad655.2921,https://www.semanticscholar.org/paper/26fe2fa8ad16d2dac6f13a4d652ce6a6472d1ff3,Semantic Scholar
Pulmonary artery pulsatility index predicts right ventricular myofilament dysfunction in advanced human heart failure,"M. Aslam, V. Jani, B. Lin, B. Dunkerly-Eyring, C. Livingston, Abhinay Ramachandran, M. Ranek, K. Bedi, K. Margulies, D. Kass, S. Hsu",2020,European Journal of Heart Failure,10.1002/ejhf.2084,https://www.semanticscholar.org/paper/277b74c45837b966e232faa5c2054a8e4af84cb3,Semantic Scholar
Potential Regulatory Role of lncRNA-miRNA-mRNA in Coronary Artery Disease (CAD).,"Li-yuan Zhu, Shuiping Zhao, Wang Zhao",2021,International heart journal,10.1536/ihj.21-156,https://www.semanticscholar.org/paper/57dd7edc2c24adc719f5915a09f81b944a54e64c,Semantic Scholar
Methodology for the development of international clinical data standards for common cardiovascular conditions: European Unified Registries for Heart Care Evaluation and Randomised Trials (EuroHeart),"G. Batra, S. Aktaa, L. Wallentin, A. Maggioni, C. Wilkinson, B. Casadei, C. Gale",2021,European Heart Journal. Quality of Care & Clinical Outcomes,10.1093/ehjqcco/qcab052,https://www.semanticscholar.org/paper/a3d9f19d6ae5282957fe2c140c374d1d5f1326da,Semantic Scholar
Artificial intelligence applied in pulmonary hypertension: a bibliometric analysis,"Germaine Tchuente Foguem, Aurelien Teguede Keleko",2023,Ai and Ethics,10.1007/s43681-023-00267-8,https://www.semanticscholar.org/paper/102a8e3732be2c405bed098c79db5a8ffc8ec931,Semantic Scholar
Use of Artificial Intelligence and Deep Neural Networks in Evaluation of Patients With Electrocardiographically Concealed Long QT Syndrome From the Surface 12-Lead Electrocardiogram.,"J. Bos, Z. Attia, D. Albert, P. Noseworthy, P. Friedman, M. Ackerman",2021,JAMA cardiology,10.1001/jamacardio.2020.7422,https://www.semanticscholar.org/paper/79c21a298bc77598ae9963c7624c159028ad4618,Semantic Scholar
A deep learning approach identifies new ECG features in congenital long QT syndrome,"Simona Aufiero, H. Bleijendaal, T. Robyns, B. Vandenberk, C. Krijger, C. Bezzina, A. Zwinderman, A. Wilde, Y. Pinto",2022,BMC Medicine,10.1186/s12916-022-02350-z,https://www.semanticscholar.org/paper/98c01d61909879a3427fb2279627be6eb95e665d,Semantic Scholar
Identification of Frailty Using a Claims‐Based Frailty Index in the CoreValve Studies: Findings from the EXTEND‐FRAILTY Study,"J. Strom, Jiaman Xu, A. Orkaby, Changyu Shen, Brian Charest, D. Kim, D. Cohen, D. Kramer, J. Spertus, R. Gerszten, R. Yeh",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.121.022150,https://www.semanticscholar.org/paper/ca487beabdd952bf23cbef5bed6388736adf42df,Semantic Scholar
Body Composition and Exercise Performance in Youth With a Fontan Circulation: A Bio‐Impedance Based Study,"A. Powell, S. Wittekind, T. Alsaied, A. Lubert, Clifford Chin, G. Veldtman, R. Cordina, David A. Katz, W. Mays, Sandra K. Knecht, A. Opotowsky",2020,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.120.018345,https://www.semanticscholar.org/paper/026d5924dd9436dcc9716a5ac4141c39aa9cb67d,Semantic Scholar
Advances in molecular diagnostics for cardiovascular diseases: Techniques and applications,Herve Mwewa Kibwe,2023,International Medical Science Research Journal,10.51594/imsrj.v3i3.1630,https://www.semanticscholar.org/paper/ded1c4793c0d4b5df4b3da924b6fa07878a80f3f,Semantic Scholar
Developing an Internally Validated Veterans Affairs Women Cardiovascular Disease Risk Score Using Veterans Affairs National Electronic Health Records,"Haekyung Jeon‐Slaughter, Xiaofei Chen, Shirling Tsai, B. Ramanan, R. Ebrahimi",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.120.019217,https://www.semanticscholar.org/paper/acccc6d493f0f2195f6bdf7df8330eeb129a576f,Semantic Scholar
Cardiovascular Risk Stratification of Patients Undergoing Hematopoietic Stem Cell Transplantation: The CARE‐BMT Risk Score,"Alexi Vasbinder, Tonimarie Catalan, Elizabeth Anderson, Catherine Chu, Megan D. Kotzin, Danielle Murphy, Halle Cheplowitz, Kristen Machado Diaz, Brayden Bitterman, Ian Pizzo, Yiyuan Huang, Jeffrey Xie, Christopher W Hoeger, Rayan Kaakati, Hanna Berlin, Husam Shadid, Danny Perry, Michael Pan, Radhika Takiar, Kishan J Padalia, Jamie Mills, C. Meloche, Alina Bardwell, Matthew Rochlen, P. Blakely, M. Leja, Mousumi Banerjee, M. Riwes, J. Magenau, Sarah Anand, Monalisa Ghosh, A. Pawarode, Gregory A. Yanik, S. Nathan, J. Maciejewski, Tochukwu M. Okwuosa, Salim S. Hayek",2023,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/jaha.123.033599,https://www.semanticscholar.org/paper/5452077482169a9997e4b738253476ab6b03f8fd,Semantic Scholar
Automated Deep Learning Pipeline for Characterizing Left Ventricular Diastolic Function,"V. Yuan, Y. Sahashi, H. Ieki, M. Vukadinovic, C. Binder, Konrad Pieszko, A. Ambrosy, P. Cheng, Susan Cheng, D. Ouyang",2025,medRxiv,10.1101/2025.04.29.25326683,https://www.semanticscholar.org/paper/87283d4464ac25cce02f454be84a45e102240b19,Semantic Scholar
"Quantifying the Influence of Wedge Pressure, Age, and Heart Rate on the Systolic Thresholds for Detection of Pulmonary Hypertension","M. Amsallem, R. Tedford, A. Denault, A. Sweatt, J. Guihaire, K. Hedman, Shadi Peighambari, J. Kim, Xiao Li, Robert Miller, O. Mercier, E. Fadel, R. Zamanian, F. Haddad",2020,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.119.016265,https://www.semanticscholar.org/paper/39250da6a30f4eae8f9b997206e696a17dbbcc48,Semantic Scholar
Performance of an artificial intelligence algorithm to detect atrial fibrillation on a 24-hour continuous photoplethysmography recording using a smartwatch: ACURATE study,"H. Gruwez, S. Evens, L. Desteghe, L. Knaepen, Pauline Dreesen, F. Wouters, S. Deferm, Jeroen Dauw, C. Smeets, L. Pison, P. Haemers, H. Heidbuchel, P. Vandervoort",2021,European Heart Journal,10.1093/eurheartj/ehab724.0489,https://www.semanticscholar.org/paper/f12159e2174ee8f0894d3b6d9127edfb186d3c1e,Semantic Scholar
Artificial Intelligence-Enabled Electrocardiogram Predicted Left Ventricle Diameter as an Independent Risk Factor of Long-Term Cardiovascular Outcome in Patients With Normal Ejection Fraction,"Hung-Yi Chen, Chin Lin, W. Fang, Chia-Cheng Lee, C. Ho, Chih-Hung Wang, Chin Lin",2022,Frontiers in Medicine,10.3389/fmed.2022.870523,https://www.semanticscholar.org/paper/0f672f9461923706c1e3b58b6555f97f322ae3ed,Semantic Scholar
Associations of lipids and lipid-modifying drug target genes with atrial fibrillation risk based on genomic data,"Yuhang Tao, Yuxing Wang, Yongkun Yin, Kai Zhang, Yingchao Gong, Hangying Ying, Ruhong Jiang",2024,Lipids in Health and Disease,10.1186/s12944-024-02163-4,https://www.semanticscholar.org/paper/b1fa4d893fd7dd5040dd03482db03aba33f97894,Semantic Scholar
553. LIFETIME NEURAL CIRCUIT AND BEHAVIORAL DISRUPTIONS IN A MOUSE MODEL OF CHILDHOOD ABUSE,"E. Hisey, J. Otten, C. Klengel, L. Dillman, Z. Beatty, M. Mayeaux, Z( Wang, O. Folorunso, E. L. Newam, J. Hartmann, WA Carlezon, T. Klengel, K. Ressler",2025,International Journal of Neuropsychopharmacology,10.1093/ijnp/pyaf052.369,https://www.semanticscholar.org/paper/d55d554f0c0dc2062c72c46af7d0cdd54b52ff80,Semantic Scholar
Gender representation among sub-specialties in cardiac imaging within Europe,"M. Berrill, C. Santos, A. Baltabaeva",2025,European Heart Journal - Cardiovascular Imaging,10.1093/ehjci/jeae333.007,https://www.semanticscholar.org/paper/8de8dd64e68c864cb81c925429952a4bc666a860,Semantic Scholar
Quality of Life and Exercise Capacity in Early Stage and Subclinical Hypertrophic Cardiomyopathy: A Secondary Analysis of the VANISH Trial,"MD Carolyn Y. Ho, MD Catherine G. Ireland, M. M. Danielle S. Burstein, MD Sharlene M. Day, MD Anna Axelsson Raja, PhD Mark W. Russell, MD Kenneth G. Zahka, MD Alexandre Pereira, PhD Charles E. Canter, MD Richard G. Bach, MD Matthew T. Wheeler, PhD Joseph W. Rossano, MD Anjali T. Owens, MD Henning Bundgaard, DMSc Luisa Mestroni Md, Matthew R G Taylor, PhD Amit R. Patel, MD Ivan Wilmot, MD Jonathan H. Soslow, M. J. R. Md, MD Ilya Giverts, PhD E. John Orav, PhD Brian Claggett, PhD Kimberly Y. Lin",2024,Circulation: Heart Failure,10.1161/CIRCHEARTFAILURE.124.011663,https://www.semanticscholar.org/paper/d7a83bb504dd8503781887ec3b16ff1496056416,Semantic Scholar
Hybrid Optimization Algorithms for Accurate Prediction and Classification of Cardiovascular Diseases,"G.Pavan Kumar, Neeraj Varshney",2025,2025 International Conference on Automation and Computation (AUTOCOM),10.1109/AUTOCOM64127.2025.10956231,https://www.semanticscholar.org/paper/23a3408febcc67a8375fb3bcb19d0d201b35a0ed,Semantic Scholar
Implementation Research at NHLBI: Methodological and Design Challenges and Lessons Learned from the DECIPHeR Initiative.,"David M. Murray, Patrick J Heagerty, James Troendle, Feng-Chang Lin, Jonathan Moyer, June Stevens, Leslie A. Lytle, Xinzhi Zhang, Maliha R Ilias, Mary Y. Masterson, Nicole Redmond, Veronica Tonwe, Dave Clark, George A Mensah",2023,Ethnicity & disease,10.18865/ed.decipher.12,https://www.semanticscholar.org/paper/3800eeeb0a04ee37ecf646796bc0f6730abe5818,Semantic Scholar
Enhancing coronary artery plaque analysis via artificial intelligence-driven cardiovascular computed tomography,"Jeffrey Xia, Kinan Bachour, Abdul-Rahman M Suleiman, Jacob S Roberts, Sammy Sayed, Geoffrey W. Cho",2024,Therapeutic Advances in Cardiovascular Disease,10.1177/17539447241303399,https://www.semanticscholar.org/paper/bf9ddcdd9fb63489ab5183b7f4eee14777487c75,Semantic Scholar
Blood-Based Biomarkers for Alzheimer’s Disease: Are We There Yet?,P. Tariot,2022,The Journal of Prevention of Alzheimer's Disease,10.14283/jpad.2022.88,https://www.semanticscholar.org/paper/ca89aa1cdf3e6f5bd5d5a0af9e66774660535d60,Semantic Scholar
Utilizing CNNs on shear wave M-mode data to differentiate cardiac patients from healthy volunteers,"Laurine Wouters, Kobe Bamps, Annette Caenen, Ahmed S. Youssef, Jens-Uwe Voigt, Jan D’hooge",2025,2025 IEEE International Ultrasonics Symposium (IUS),10.1109/IUS62464.2025.11201805,https://www.semanticscholar.org/paper/3aee56c8280f071aecc727339d7ea5463218ff24,Semantic Scholar
Building and validating an artificial intelligence model to identify tracheobronchopathia osteochondroplastica by using bronchoscopic images,"Chongxiang Chen, Fei Tang, Felix J F Herth, Yingnan Zuo, Jiangtao Ren, Shuaiqi Zhang, Wenhua Jian, Chunli Tang, Shiyue Li",2024,Therapeutic Advances in Respiratory Disease,10.1177/17534666241253694,https://www.semanticscholar.org/paper/b309bb935306bef57078a2fc90d98ec9b6f2a3e9,Semantic Scholar
"SCAI classification, the importance of its dynamic reclassification in the first 24 hours and the impact of risk modifiers in cardiogenic shock admissions","J. Presume, A. R. Bello, D. Gomes, C. Brízido, C. Strong, J. Ferreira, A. Tralhao",2023,European Heart Journal,10.1093/eurheartj/ehad655.1148,https://www.semanticscholar.org/paper/81cd672fadbf74f324b4a8bb1ca1962cda3f8a4f,Semantic Scholar
2MACE score predicts cardiovascular adverse events in real-world atrial fibrillation patients under rivaroxaban therapy. Data from EMIR study,"M. A. Pastor, F. Marín, M. Anguita, M. Sanmartin, C. Rafols, F. A. Ynsaurriaga, G. B. Esquivas, Valeria Barrios, J. C. Sales, R. F. Pamias, A. P. Cabeza, J. Rodriguez, I. Goya, Emir study investigators",2021,European Heart Journal,10.1093/eurheartj/ehab724.2484,https://www.semanticscholar.org/paper/e1eabe745b3bf6e427f8b486b7a10897d1162893,Semantic Scholar
Derivation of a Coronary Age Calculator Using Traditional Risk Factors and Coronary Artery Calcium: The Multi‐Ethnic Study of Atherosclerosis,"M. Blaha, Isaac N. Naazie, M. Cainzos‐Achirica, Z. Dardari, A. DeFilippis, R. McClelland, M. Mirbolouk, Olusola A Orimoloye, O. Dzaye, K. Nasir, John H Page",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.120.019351,https://www.semanticscholar.org/paper/cbfe2e8380fbbf3a3ebf0705f88dd1d579ea4e46,Semantic Scholar
"Artificial intelligence enabled electrocardiogram for mortality and cardiovascular risk estimation: An actionable, explainable and biologically plausible platform","A. Sau, L. Pastika, E. Sieliwonczyk, K. Patlatzoglou, A. H. Ribeiro, K. McGurk, B. Zeidaabadi, H. Zhang, K. Macierzanka, D. Mandic, E. Sabino, L. Giatti, S. Barreto, L. D. Camelo, I. Tzoulaki, D. O'Regan, N. Peters, J. Ware, A. L. Ribeiro, D. Kramer, J. Waks, F. Ng",2024,,10.1101/2024.01.13.24301267,https://www.semanticscholar.org/paper/5f9343a5a37ecccab665442fe55b34b4c98535d1,Semantic Scholar
Blood‐Based Fingerprint of Cardiorespiratory Fitness and Long‐Term Health Outcomes in Young Adulthood,"Ravi V. Shah, Patricia E Miller, L. Colangelo, Ariel Chernofsky, N. Houstis, Rajeev Malhotra, Raghava S. Velagaleti, D. Jacobs, K. Gabriel, J. Reis, D. Lloyd-Jones, C. Clish, M. Larson, R. Vasan, V. Murthy, G. Lewis, M. Nayor",2022,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.122.026670,https://www.semanticscholar.org/paper/604c669cbe870f6d95e6869d9ff3cbb54ec72128,Semantic Scholar
Electrocardiogram-Based Artificial Intelligence for Detection of Low Ejection Fraction: A Contemporary Review.,"H. Tran, Audrey Thu, Axel Fuertes, A. Twayana, Ashwini Mahadevaiah, Krutagni Adwait Mehta, Maggie James, Marina Basta, Simcha I Weissman, Wiliam H Frishman, W. Aronow",2025,Cardiology in review,10.1097/CRD.0000000000000975,https://www.semanticscholar.org/paper/e6f17471144988d78c34b74ef332bd9f6378d4ab,Semantic Scholar
Heart failure with preserved ejection fraction diagnostic scores in an Asian population,"W. Ouwerkerk, J. Tromp, Xuanyi Jin, F. Jaufeerally, P. S. D. Yeo, Kui Toh Gerard Leong, H. Ong, L. Ling, Seet Yoong Loh, D. Sim, Sheldon Lee, D. Soon, C. Chin, A. Richards, C. Lam",2020,European Journal of Heart Failure,10.1002/ejhf.1851,https://www.semanticscholar.org/paper/86ef913f6e369d9856e2a22b51f08d202172d7b1,Semantic Scholar
Representation Learning to Advance Multi-institutional Studies with Electronic Health Record Data,"Doudou Zhou, Han Tong, Linshanshan Wang, Suqi Liu, Xin Xiong, Ziming Gan, R. Griffier, B. Hejblum, Yun-Chung Liu, Chuan Hong, Clara-Lea Bonzel, T. Cai, K. Pan, Y. Ho, Lauren Costa, V. Panickan, J. M. Gaziano, Kenneth D. Mandl, V. Jouhet, Rodolphe Thiébaut, Zongqi Xia, Kelly Cho, Katherine P. Liao, Tianxi Cai",2025,ArXiv,10.48550/arXiv.2502.08547,https://www.semanticscholar.org/paper/cf1df32b9990de22d2aef3c5b9edf2d688631877,Semantic Scholar
App-based assessment of memory functions in patients after transfemoral aortic valve replacement.,"Jonathan Nübel, Michael Hauptmann, Julika Schön, Georg Fritz, Christian Butter, Anja Haase-Fielitz",2023,Journal of geriatric cardiology : JGC,10.26599/1671-5411.2023.09.004,https://www.semanticscholar.org/paper/e610bfac98eeb37c84647d17a2fa5ce85b85b86f,Semantic Scholar
Transiently elevated estimated pulmonary pressures in a patient with complete heart block undergoing permanent pacing: a case report,"R. Harvey, A. Chong, J. Hill, D. Korczyk",2020,European Heart Journal: Case Reports,10.1093/ehjcr/ytaa072,https://www.semanticscholar.org/paper/e43f2a2e0d41a60acfcb133d6710c2fcce755b0d,Semantic Scholar
Abstract 12563: Creation of an Artificial Intelligence Model For Prediction of Major Adverse Cardiovascular Events Late After Tetralogy of Fallot Repair,"Ayako Ishikita, Chris McIntosh, Myunghyun M. Lee, Stavroula R Raptis, Tiffany Liang, Kate A Hanneman, G. Karur, S. Roche, David J Barron, E. Hickey, R. Wald",2022,Circulation,10.1161/circ.146.suppl_1.12563,https://www.semanticscholar.org/paper/3dfe29fc4f05b08f3d4ca3e5e7cedade40d2c0ca,Semantic Scholar
Quantitative estimation of pulmonary artery wedge pressure from chest radiographs by a regression convolutional neural network,"Yuki Saito, Yuto Omae, D. Fukamachi, Koichi Nagashima, S. Mizobuchi, Yohei Kakimoto, J. Toyotani, Y. Okumura",2022,Heart and Vessels,10.1007/s00380-022-02043-w,https://www.semanticscholar.org/paper/a352786f7973a911ec15ee8710128cd61e21683f,Semantic Scholar
Prognostic value of plasma big endothelin-1 in patients with light chain cardiac amyloidosis,"Zhongli Chen, Anteng Shi, Zhiyan Wang, Yanjia Chen, Yahui Lin, Mingming Su, Hongbin Dong, N. Laptseva, Yuxiao Hu, Andreas J. Flammer, F. Duru, Wei Jin, Liang Chen",2024,Heart,10.1136/heartjnl-2024-324000,https://www.semanticscholar.org/paper/f343d3877c9e87f118740d12113832e9eeb42a8c,Semantic Scholar
The Impact of Omics Technologies on Advancing Developmental Medicine,Naveed Shuja,2024,DEVELOPMENTAL MEDICO-LIFE-SCIENCES,10.69750/dmls.01.05.082,https://www.semanticscholar.org/paper/336212168e8299a91c199a321715e38e6c6bde36,Semantic Scholar
Artificial Intelligence Based Prognosis of Cardiovascular Abnormality using Photoplethysmography (PPG) Sensors in Smart Watches.,Mir Mehdi Ali Jafri,2025,Allana Management Journal of Research,10.62223/amjr.2025.150204,https://www.semanticscholar.org/paper/7c1f89091834b3bd8366cfeef27916646c0e5156,Semantic Scholar
Artificial Intelligence and Photoplethysmography (PPG) Sensors in Smart Watches to Counter Cardiovascular Sudden Deaths,"Mir Mehdi Ali Jafri, Raazeya Fatema Shabab Sayyed, Shaane Haider",2025,Allana Management Journal of Research,10.62223/amjr.2025.150106,https://www.semanticscholar.org/paper/05dc7c4bfe5a85a26d6f0a94c5d0d9f875542cb9,Semantic Scholar
Abstract 18249: Artificial Intelligence-Based Electrocardiogram Prediction for Duration of Atrial Fibrillation,"Youngjun Park, Kyung Geun Kim, S. Joo, M. Chang, Yeha Lee",2023,Circulation,10.1161/circ.148.suppl_1.18249,https://www.semanticscholar.org/paper/7e78ffb6acb564475eb499949f449b622e6de766,Semantic Scholar
"Enhancing Regional Healthcare Service Capability Through Cardiovascular Regional Medical Centers Under the DeepSeek Framework: A Systematic Analysis of Resource Integration, Technological Empowerment, and Collaborative Networks","Jia Liu, Zhengwen Lei",2025,Cardiovascular Reviews,10.26689/cr.v3i1.9943,https://www.semanticscholar.org/paper/46367ee0d3ee26a7e38a24a982c50db9e6527cf3,Semantic Scholar
Transformer-based artificial intelligence on single-cell clinical data for homeostatic mechanism inference and rational biomarker discovery,"V. Tozzo, Lily H. Zhang, Rajesh Ranganath, John M. Higgins",2025,medRxiv,10.1101/2025.03.24.25324556,https://www.semanticscholar.org/paper/892506ee4d3fa848e8a015dee7020a114207599a,Semantic Scholar
Artificial Intelligence-derived Photoplethysmography Age as a Digital Biomarker for Cardiovascular Health,"Guangkun Nie, Qinghao Zhao, Gongzheng Tang, Yaxin Li, Shenda Hong",2025,,,https://www.semanticscholar.org/paper/d5da2ea1f900653cbc03b3d7254fa4027a3ee4e1,Semantic Scholar
Cardiomegaly Detection from Chest X-Rays Using EfficientNetB7: A Deep Learning Approach,"Omar Mattar Al Ghafri, Yousuf Nasser Said Al Husaini, Yusra Yahya Al Rashdi, Mohammed Abdulla Al Husaini, Mohammad Abrar, Rawad Abdulghafor",2025,2025 IEEE 6th International Conference in Robotics and Manufacturing Automation (ROMA),10.1109/ROMA66616.2025.11155469,https://www.semanticscholar.org/paper/7a2344aeebe95826f12b4265379e154ef55270bd,Semantic Scholar
Multicenter retrospective evaluation of a patient-tailored electrogram-based ablation strategy using an artificial intelligence software in repeat atrial fibrillation ablation procedures,"F. Figus, I. Deisenhofer, T. De Potter, J. J. Smit, S. Busch, A. Lepillier, J. Lacotte, E. Gitenay, J. Monteau, A. Ayari, E. Martinez Lombard, S. Siame, C. Bars, J. Seitz",2024,Europace,10.1093/europace/euae102.737,https://www.semanticscholar.org/paper/4c0b480c94a1a251fef9fe15e338d8a486b0c210,Semantic Scholar
Subthalamic and pallidal deep brain stimulation for Parkinson’s disease—meta-analysis of outcomes,"M. L. Lachenmayer, Melina Mürset, Nicolas Antih, I. Debove, J. Muellner, Maelys Bompart, Janine-Ai Schlaeppi, A. Nowacki, Hana You, J. Michelis, A. Dransart, C. Pollo, G. Deuschl, P. Krack",2021,NPJ Parkinson's Disease,10.1038/s41531-021-00223-5,https://www.semanticscholar.org/paper/f684215844705d4eb9897f2c62b126bcf924bea3,Semantic Scholar
Automated identification of patients with syncope in the textual health record – a feasibility study using machine learning and natural language processing,"P. Brekke, I. Pilán, Haldor Husby, T. Gundersen, F. A. Dahl, P. Hurlen, O. E. Nytroe, Lilja Øvrelid",2020,European Heart Journal,10.1093/ehjci/ehaa946.0723,https://www.semanticscholar.org/paper/6a802be7374c6ff7c1fa1c36fabc46aea431f10f,Semantic Scholar
The HFA‐PEFF and H2FPEF scores largely disagree in classifying patients with suspected heart failure with preserved ejection fraction,"Sandra Sanders-van Wijk, A. Barandiarán Aizpurua, H. Brunner-la Rocca, M. Henkens, J. Weerts, C. Knackstedt, N. Uszko‐Lencer, S. Heymans, V. V. van Empel",2020,European Journal of Heart Failure,10.1002/ejhf.2019,https://www.semanticscholar.org/paper/821a328ae2c8f0299c9ad883473bac1e99553fd6,Semantic Scholar
Integrating Artificial and Human Intelligence: A Partnership for Responsible Innovation in Biomedical Engineering and Medicine.,"Kevin Dzobo, Sampson Adotey, N. E. Thomford, Witness Dzobo",2020,Omics : a journal of integrative biology,10.1089/omi.2019.0038,https://www.semanticscholar.org/paper/52e75876469fbdae4f4521696f48ae0d8690751a,Semantic Scholar
Wearable Electrocardiogram Quality Assessment Using Wavelet Scattering and LSTM,"Feifei Liu, Shengxiang Xia, Shoushui Wei, Lei Chen, Yonglian Ren, Xiaofei Ren, Zhengyin Xu, Sen Ai, Chengyu Liu",2022,Frontiers in Physiology,10.3389/fphys.2022.905447,https://www.semanticscholar.org/paper/fd22acdc1f1371ca9c36828636b170953c366a61,Semantic Scholar
An artificial intelligence model to predict 12-month mortality among patients with myocardial infarction,"A. Hovornyan, TO Ilashchuk",2022,European Journal of Preventive Cardiology,10.1093/eurjpc/zwac056.303,https://www.semanticscholar.org/paper/0ae87fd0b940a06fbe7824c4de4761bb7c0829a4,Semantic Scholar
Predicting the no-reflow phenomenon in ST-elevation myocardial infarction patients undergoing primary percutaneous coronary intervention: a systematic review of clinical prediction models,"Reza Ebrahimi, Mahdi Rahmani, Parisa Fallahtafti, Amirhossein Ghaseminejad-Raeini, Alireza Azarboo, Arash Jalali, M. Mehrani",2024,Therapeutic Advances in Cardiovascular Disease,10.1177/17539447241290438,https://www.semanticscholar.org/paper/983b2d95f2667136744db2e059785eadc9b97300,Semantic Scholar
An Improved Inoculation Method to Detect Wheat and Barley Genotypes for Resistance to Fusarium Crown Rot.,"Jinlong Li, Xiangru Xu, Yanling Ma, Qixin Sun, C. Xie, Jun Ma",2022,Plant disease,10.1094/PDIS-09-21-1871-RE,https://www.semanticscholar.org/paper/a652542aa603ae29dae7e0fffd0fa9ce7252d4b0,Semantic Scholar
InuAid Chest X-rays AI Product: Respiratory diseases detection using Artificial Intelligence to significantly improve productivity and quality of diagnosis,"Prem Kumar S. R., Vikas Kumar Anand, S. Senapati, A. Murali",2021,Proceedings of the First International Conference on AI-ML Systems,10.1145/3486001.3486242,https://www.semanticscholar.org/paper/bfd84737b67bd7e964d376a18ed51e9b43eca9fc,Semantic Scholar
